"reference","start","end","identity"
"ref5","2999","3017","93"
"ref5","4771","4933","91"
"ref2","2715","2953","80"
"ref2","1733","1743","92"
"ref1","531","665","84"
"ref2","3758","3838","100"
"ref1","7949","8019","89"
"ref1","2985","2995","82"
"ref3","5931","5960","81"
"ref3","3571","3681","97"
"ref4","2755","2851","82"
"ref1","9434","9466","88"
"ref1","3868","3921","98"
"ref5","9320","9357","93"
"ref2","4767","4886","99"
"ref1","9381","9464","92"
"ref1","3150","3255","98"
"ref3","4504","4746","92"
"ref2","8060","8188","87"
"ref3","4597","5581","98"
"ref3","4366","4409","84"
"ref2","3448","3457","92"
"ref4","2444","2777","98"
"ref1","796","857","96"
"ref4","1307","1377","83"
"ref3","531","716","95"
"ref2","5417","5545","99"
"ref2","1377","1545","98"
"ref5","7791","7897","84"
"ref4","9651","9874","94"
"ref3","530","1218","89"
"ref1","2938","3011","91"
"ref4","5167","5174","96"
"ref1","4312","4322","93"
"ref1","3180","3194","99"
"ref4","437","480","96"
"ref1","2065","2127","80"
"ref3","8491","9090","82"
"ref5","1990","2091","82"
"ref5","8532","8637","95"
"ref1","5221","5272","87"
"ref1","3559","3649","91"
"ref3","5262","5379","89"
"ref4","7465","7509","87"
"ref3","9600","9630","91"
"ref2","3888","4055","90"
"ref3","5673","5698","84"
"ref2","7312","7518","95"
"ref2","3115","3207","87"
"ref2","3163","3387","100"
"ref4","7341","8175","84"
"ref1","4677","4743","82"
"ref1","5269","5412","92"
"ref1","5467","5637","100"
"ref5","7571","7741","81"
"ref1","297","556","87"
"ref5","1795","2045","80"
"ref5","3752","3787","88"
"ref1","9660","9860","85"
"ref1","5503","5616","85"
"ref2","4865","5004","86"
"ref4","7946","8286","100"
"ref2","4602","4652","84"
"ref3","4839","4885","88"
"ref4","1342","1760","95"
"ref1","4750","4776","93"
"ref1","6336","6372","96"
"ref5","7689","7757","85"
"ref1","120","147","95"
"ref3","7638","7805","81"
"ref3","8148","8206","82"
"ref4","5436","5490","93"
"ref3","2413","2772","97"
"ref5","8988","9029","87"
"ref4","6086","6201","99"
"ref4","5715","5819","90"
"ref1","8809","8826","81"
"ref4","3946","4150","89"
"ref5","6744","6797","93"
"ref2","6990","7028","81"
"ref3","1971","2041","98"
"ref2","4847","4894","88"
"ref1","2995","3076","98"
"ref3","7372","7392","81"
"ref3","5294","5325","95"
"ref1","8997","9077","91"
"ref2","509","523","92"
"ref5","5005","6004","80"
"ref5","5412","5416","98"
"ref1","7545","7570","100"
"ref4","1634","1672","87"
"ref2","3184","3269","97"
"ref1","5202","5257","86"
"ref3","5034","5152","97"
"ref3","5724","6180","84"
"ref3","8111","8158","99"
"ref5","8973","9000","94"
"ref3","7765","8036","98"
"ref3","5013","5106","82"
"ref5","461","603","98"
"ref3","5702","6002","95"
"ref5","9412","9643","82"
"ref4","1460","1501","90"
"ref2","6538","6593","83"
"ref4","4970","4986","95"
"ref1","8715","8832","97"
"ref2","7433","7799","96"
"ref3","8363","8565","88"
"ref5","848","929","86"
"ref4","9224","9243","87"
"ref5","6837","7085","92"
"ref3","689","766","99"
"ref4","8590","8665","94"
"ref1","3132","3227","99"
"ref4","575","663","89"
"ref1","2595","2635","92"
"ref1","3282","3611","96"
"ref1","2988","3025","92"
"ref4","1700","1870","95"
"ref5","2187","2288","84"
"ref2","712","848","96"
"ref2","5346","5704","92"
"ref2","999","1080","96"
"ref5","1058","1128","94"
"ref5","1127","1223","88"
"ref3","1240","1331","98"
"ref1","1291","1517","89"
"ref1","8905","8963","99"
"ref4","1441","2044","95"
"ref2","3238","3873","94"
"ref2","3240","3288","96"
"ref3","10","34","95"
"ref5","9640","9774","83"
"ref2","2962","2982","80"
"ref1","4690","4936","100"
"ref1","2662","2770","88"
"ref4","5109","5309","91"
"ref2","2844","2880","100"
"ref5","7193","7335","84"
"ref1","6435","6443","88"
"ref1","720","1084","92"
"ref5","9566","9880","95"
"ref5","4530","4563","84"
"ref5","651","780","95"
"ref3","4776","4925","85"
"ref4","6888","6916","82"
"ref1","2050","2055","94"
"ref2","7199","7648","97"
"ref3","5410","5686","92"
"ref4","9065","9251","97"
"ref2","6915","7055","96"
"ref1","1581","1665","100"
"ref4","4675","4770","87"
"ref5","9124","9172","80"
"ref1","299","428","83"
"ref2","3942","3972","91"
"ref5","8533","8659","85"
"ref1","4034","4162","95"
"ref4","4932","5200","92"
"ref3","2826","2951","95"
"ref4","9715","9775","84"
"ref1","6817","7099","100"
"ref4","1128","1303","88"
"ref4","1251","1470","93"
"ref4","3962","4472","80"
"ref4","772","864","85"
"ref3","3306","3421","89"
"ref3","4016","4475","93"
"ref2","3865","3913","87"
"ref1","4204","4350","94"
"ref2","1582","1901","90"
"ref2","290","1102","89"
"ref4","3418","3793","94"
"ref4","4124","4169","96"
"ref2","8578","8987","90"
"ref2","2708","2967","82"
"ref4","9172","9229","81"
"ref3","2485","2743","90"
"ref3","1240","1266","89"
"ref2","5792","5998","94"
"ref2","325","358","85"
"ref2","8638","8682","89"
"ref1","5987","6195","86"
"ref5","4332","4409","86"
"ref2","7366","7378","82"
"ref4","100","370","86"
"ref5","1857","1963","90"
"ref1","8706","8782","86"
"ref5","6369","6393","84"
"ref5","1174","1306","83"
"ref5","4346","4399","92"
"ref1","3884","3939","81"
"ref5","2135","2217","88"
"ref5","2206","2270","85"
"ref3","2265","2422","81"
"ref3","5224","5388","84"
"ref3","4419","4540","98"
"ref3","8037","8170","91"
"ref4","4640","5163","96"
"ref5","2974","3351","87"
"ref5","5926","6315","89"
"ref2","2237","2270","88"
"ref3","6997","7103","97"
"ref1","9315","9507","86"
"ref4","6691","7141","97"
"ref4","1806","1887","89"
"ref3","7774","7838","99"
"ref4","1090","1165","93"
"ref4","5136","5281","83"
"ref3","5645","5689","99"
"ref4","9164","9464","89"
"ref4","705","894","83"
"ref2","1955","2081","81"
"ref2","7622","7720","84"
"ref1","2856","2877","99"
"ref5","6985","7321","97"
"ref3","4496","4633","92"
"ref1","1972","2200","100"
"ref1","201","221","91"
"ref2","592","732","96"
"ref2","9328","9443","85"
"ref5","8363","8394","99"
"ref2","6293","6627","93"
"ref2","6744","6904","89"
"ref5","6620","6770","98"
"ref3","1953","1963","85"
"ref3","4213","4420","87"
"ref4","8967","9225","90"
"ref1","2478","2521","85"
"ref4","8379","8466","92"
"ref3","3658","3695","80"
"ref3","9533","9944","83"
"ref4","4792","4818","94"
"ref5","8608","8640","84"
"ref4","6011","6035","81"
"ref2","867","1396","94"
"ref2","9481","9559","83"
"ref5","7335","7374","80"
"ref5","5329","5450","97"
"ref1","8068","8215","81"
"ref2","5169","5324","82"
"ref4","5774","5821","83"
"ref1","1802","1829","94"
"ref1","8030","8199","95"
"ref2","3059","3072","94"
"ref2","1911","2062","93"
"ref5","669","729","90"
"ref4","2986","3117","87"
"ref5","5092","5639","81"
"ref4","2749","3062","99"
"ref4","6184","6226","91"
"ref5","9773","9849","92"
"ref3","8098","8165","81"
"ref4","6408","6624","96"
"ref5","7395","7838","97"
"ref3","9765","9919","91"
"ref3","7095","7622","97"
"ref3","3576","3602","98"
"ref2","3339","3359","95"
"ref4","9732","9813","97"
"ref4","2028","2199","93"
"ref3","2072","2264","85"
"ref3","4257","4278","83"
"ref5","7184","7266","85"
"ref5","2771","2868","95"
"ref2","7938","8031","92"
"ref1","6650","6758","95"
"ref5","2190","2219","90"
"ref3","6744","6853","90"
"ref4","6815","6890","84"
"ref4","4415","4541","94"
"ref5","1552","1692","85"
"ref4","5939","6044","82"
"ref2","5229","5321","81"
"ref2","7710","7764","99"
"ref4","1326","1609","99"
"ref2","6046","6479","96"
"ref2","1822","1861","97"
"ref4","7553","7567","83"
"ref5","2516","2601","96"
"ref5","4515","4551","82"
"ref3","3604","3829","82"
"ref1","1356","1379","99"
"ref3","1357","1398","89"
"ref5","136","160","93"
"ref4","7766","7947","99"
"ref5","6663","7475","88"
"ref5","8934","9221","82"
"ref4","8991","9072","92"
"ref3","3020","3447","92"
"ref2","4914","4938","88"
"ref1","2380","2707","89"
"ref2","4479","4842","93"
"ref1","9036","9586","93"
"ref4","2100","2161","85"
"ref3","8911","9416","86"
"ref3","569","622","96"
"ref4","6274","6360","88"
"ref5","7260","8259","80"
"ref2","9040","9220","82"
"ref1","9226","9295","89"
"ref2","9542","9579","91"
"ref5","3833","4012","99"
"ref3","8267","8398","89"
"ref5","4653","4847","98"
"ref2","7118","7252","93"
"ref4","2623","2807","90"
"ref2","3146","3300","97"
"ref5","92","154","90"
"ref4","7539","8140","90"
"ref4","4173","4374","90"
"ref4","8605","9094","80"
"ref4","1840","1896","97"
"ref3","405","463","90"
"ref1","460","490","97"
"ref5","5268","5568","98"
"ref2","491","574","84"
"ref5","7628","7687","92"
"ref3","9744","9784","94"
"ref2","6823","6892","80"
"ref1","2895","2936","99"
"ref4","3030","3316","89"
"ref1","6165","6233","89"
"ref2","4328","4364","84"
"ref2","8775","8900","100"
"ref2","6555","6593","85"
"ref4","7361","7528","91"
"ref2","5826","6561","90"
"ref5","6708","6796","100"
"ref4","7207","7570","87"
"ref1","357","545","98"
"ref2","6824","6855","92"
"ref2","3496","3517","87"
"ref2","6134","6299","95"
"ref5","4770","4797","80"
"ref3","8197","8338","91"
"ref5","2620","2708","82"
"ref2","6488","6595","86"
"ref3","5916","5925","100"
"ref3","5713","5838","99"
"ref1","6842","7077","94"
"ref1","3255","3334","98"
"ref4","6617","6722","85"
"ref2","2776","2989","80"
"ref3","9391","9459","93"
"ref2","6813","6870","96"
"ref1","3231","3259","94"
"ref5","7876","7902","83"
"ref2","1326","1510","86"
"ref3","3272","3298","94"
"ref3","8041","8126","99"
"ref1","9194","9278","93"
"ref4","8677","8829","83"
"ref3","4942","5349","81"
"ref5","4142","4281","91"
"ref2","9848","9949","93"
"ref4","3423","3537","100"
"ref3","3729","3788","84"
"ref5","1729","1986","96"
"ref4","7833","7849","94"
"ref1","7213","7295","80"
"ref3","6770","6835","97"
"ref2","2994","3044","86"
"ref1","4157","4253","99"
"ref5","6697","6901","98"
"ref3","7725","7777","96"
"ref1","957","1382","90"
"ref2","1272","1376","96"
"ref3","2645","2683","94"
"ref1","4321","4610","94"
"ref1","3611","3656","80"
"ref2","7152","7427","82"
"ref5","174","336","88"
"ref2","751","1182","88"
"ref4","6876","6972","85"
"ref1","7882","7967","81"
"ref3","8247","8269","94"
"ref2","9667","9702","85"
"ref1","6108","6150","86"
"ref3","3943","4194","87"
"ref5","1501","1772","100"
"ref4","2867","2890","98"
"ref2","5309","5354","96"
"ref3","8057","8791","94"
"ref4","3280","3702","95"
"ref2","1653","1781","89"
"ref2","2563","2718","91"
"ref5","3149","3164","83"
"ref3","7132","7153","90"
"ref4","1443","1456","97"
"ref1","7604","7623","86"
"ref2","3808","3849","91"
"ref1","1736","1739","89"
"ref4","5361","5428","81"
"ref4","5682","5702","93"
"ref2","6394","6539","81"
"ref5","1025","1168","94"
"ref1","9118","9267","94"
"ref5","3902","4034","81"
"ref5","8419","8518","88"
"ref2","214","630","86"
"ref5","5683","6367","82"
"ref5","54","142","89"
"ref3","8461","9100","94"
"ref2","6225","6339","85"
"ref5","402","489","84"
"ref5","5971","6002","97"
"ref4","5149","5271","84"
"ref5","6493","6725","81"
"ref5","9709","9942","82"
"ref5","756","841","81"
"ref2","4872","5185","86"
"ref3","64","95","89"
"ref1","3230","3298","96"
"ref2","3355","3470","99"
"ref4","5012","5172","97"
"ref1","8585","8738","87"
"ref2","8222","8509","84"
"ref5","2891","3190","94"
"ref1","5821","6080","91"
"ref4","5924","6195","89"
"ref4","4654","4685","80"
"ref2","703","750","81"
"ref5","5227","5352","97"
"ref2","4186","4225","89"
"ref2","4305","4332","96"
"ref3","2110","2145","84"
"ref2","4657","4683","85"
"ref3","7784","7820","81"
"ref5","7107","7371","84"
"ref4","9493","9648","93"
"ref1","9711","9781","89"
"ref3","5088","5164","93"
"ref3","4298","4314","86"
"ref3","8572","8708","98"
"ref3","8614","8686","84"
"ref4","3838","3983","91"
"ref2","4177","4227","82"
"ref2","8822","9006","88"
"ref5","4790","4840","99"
"ref5","7659","7844","91"
"ref2","2669","2722","84"
"ref4","1474","1502","85"
"ref1","2774","2891","95"
"ref4","7334","7356","86"
"ref5","8609","9096","93"
"ref4","1115","1222","81"
"ref4","4238","4257","83"
"ref4","959","1000","90"
"ref2","8534","8652","89"
"ref3","249","297","83"
"ref4","434","503","90"
"ref3","1510","1521","100"
"ref2","8070","8177","84"
"ref3","1451","1475","85"
"ref4","7826","7927","80"
"ref5","6696","6914","97"
"ref1","685","710","100"
"ref1","7954","8046","92"
"ref1","3532","3605","94"
"ref2","9432","9485","93"
"ref3","6916","6968","96"
"ref5","7309","7649","94"
"ref2","2930","3074","83"
"ref5","8795","9167","81"
"ref2","1047","1174","91"
"ref2","2701","2740","82"
"ref2","3592","3677","87"
"ref3","9623","9888","80"
"ref4","8741","9181","88"
"ref3","9467","9656","97"
"ref3","5573","5638","82"
"ref1","4786","4833","85"
"ref4","4238","4267","97"
"ref5","2756","2825","99"
"ref4","9586","9761","86"
"ref4","7780","8104","83"
"ref3","1492","1517","86"
"ref1","7256","7317","84"
"ref4","4804","5042","82"
"ref1","7312","7329","95"
"ref4","991","1097","80"
"ref3","422","444","92"
"ref5","6388","6402","81"
"ref1","5137","5192","97"
"ref5","4366","4511","90"
"ref5","1651","1774","89"
"ref2","5601","5639","81"
"ref2","1804","1990","94"
"ref3","5460","5690","87"
"ref3","7927","8218","92"
"ref2","4772","5021","94"
"ref3","5999","6147","81"
"ref5","4266","4435","83"
"ref1","546","587","83"
"ref2","5132","5155","92"
"ref3","1098","2097","98"
"ref2","4624","4698","88"
"ref2","99","199","96"
"ref2","3713","3903","80"
"ref1","1081","1274","93"
"ref4","608","708","97"
"ref3","5829","5863","94"
"ref2","7493","7579","90"
"ref1","6641","6747","83"
"ref1","221","292","99"
"ref2","5157","5176","86"
"ref5","7019","7054","96"
"ref5","8065","8160","82"
"ref4","8091","8246","89"
"ref5","5879","6016","92"
"ref3","153","204","81"
"ref4","2343","2424","83"
"ref4","4742","5081","81"
"ref2","857","1078","95"
"ref3","3525","3552","99"
"ref4","8628","8942","89"
"ref3","7569","7599","82"
"ref4","9183","9271","85"
"ref2","2691","2854","95"
"ref5","9232","9244","92"
"ref2","3255","3285","90"
"ref5","8734","8787","91"
"ref4","3025","3153","93"
"ref3","5083","5230","97"
"ref5","2560","2620","89"
"ref1","809","985","96"
"ref1","9661","9948","98"
"ref5","6952","7014","85"
"ref2","1790","1811","94"
"ref1","5384","5412","84"
"ref4","256","362","81"
"ref4","2437","2499","87"
"ref5","7171","7179","83"
"ref1","8008","8483","95"
"ref4","7546","7592","85"
"ref1","6424","6576","100"
"ref4","2320","2423","98"
"ref1","3386","3491","83"
"ref5","9193","9289","100"
"ref4","8552","8833","84"
"ref5","8278","8306","90"
"ref2","2630","2696","94"
"ref4","1816","1840","88"
"ref5","636","838","92"
"ref3","2707","2726","97"
"ref5","8959","9160","96"
"ref5","6843","6912","86"
"ref3","763","858","80"
"ref1","5474","5493","83"
"ref5","6968","7063","99"
"ref3","9316","9575","93"
"ref3","908","971","99"
"ref2","6527","6633","81"
"ref5","205","705","96"
"ref2","2520","2544","99"
"ref3","235","298","84"
"ref4","1481","1581","91"
"ref2","234","375","93"
"ref1","1818","1844","89"
"ref1","4012","4054","87"
"ref3","3484","3852","96"
"ref2","6233","6536","99"
"ref3","727","781","96"
"ref4","5577","6340","86"
"ref3","4074","4327","86"
"ref3","1953","2043","88"
"ref1","5866","5948","85"
"ref3","5368","5533","89"
"ref4","2707","2782","97"
"ref4","4884","4919","100"
"ref4","2590","2675","80"
"ref4","2989","3020","88"
"ref3","604","854","90"
"ref1","2352","2591","81"
"ref4","2781","2862","93"
"ref1","7802","7859","98"
"ref5","8829","8964","88"
"ref1","1451","1512","81"
"ref4","477","584","91"
"ref4","4867","4891","82"
"ref2","7988","8210","84"
"ref2","2867","2887","95"
"ref1","2307","2341","80"
"ref3","1838","1920","88"
"ref2","4542","4619","90"
"ref1","1011","1203","99"
"ref1","5188","5201","82"
"ref2","9380","9626","89"
"ref5","8750","8804","89"
"ref4","8253","8383","90"
"ref1","524","694","88"
"ref4","8253","8400","93"
"ref4","3519","3774","82"
"ref3","8145","8320","81"
"ref1","7400","7455","99"
"ref5","8673","9375","84"
"ref4","1587","1632","100"
"ref3","7250","7638","93"
"ref5","804","852","85"
"ref3","9579","9620","97"
"ref5","4044","4137","83"
"ref3","1061","1084","85"
"ref4","4336","4430","99"
"ref4","7271","7285","87"
"ref1","1980","2022","86"
"ref2","3860","3909","95"
"ref4","4446","4469","90"
"ref1","2261","2296","98"
"ref3","237","311","88"
"ref2","619","659","92"
"ref5","6817","6840","90"
"ref1","7824","7936","92"
"ref5","8227","8418","83"
"ref1","250","453","99"
"ref1","1732","1769","86"
"ref5","2618","2854","85"
"ref4","6694","6866","96"
"ref4","174","185","94"
"ref4","6476","6651","93"
"ref1","6938","7059","87"
"ref2","5351","5369","84"
"ref2","6845","7043","93"
"ref1","8796","8872","81"
"ref1","3248","3437","98"
"ref5","613","1015","98"
"ref4","9439","9668","97"
"ref5","8214","8240","89"
"ref1","6779","6852","83"
"ref2","9656","9861","91"
"ref2","1891","1937","82"
"ref3","4430","4571","91"
"ref5","4517","4895","88"
"ref2","1486","1512","87"
"ref4","6076","6238","84"
"ref4","1469","1780","88"
"ref3","816","838","85"
"ref3","9100","9333","98"
"ref4","2674","2816","82"
"ref1","4326","4360","83"
"ref4","638","777","87"
"ref3","718","823","89"
"ref2","9092","9393","94"
"ref2","9472","9534","88"
"ref1","3243","3325","100"
"ref4","7810","8224","84"
"ref4","2201","2275","83"
"ref5","7037","7063","98"
"ref4","8705","8921","84"
"ref3","9542","9646","97"
"ref1","178","258","100"
"ref2","3214","3587","83"
"ref2","2293","2384","99"
"ref4","1411","1609","89"
"ref5","6267","6314","97"
"ref4","3974","4394","83"
"ref3","2642","2734","87"
"ref4","2510","2623","99"
"ref4","6014","6092","93"
"ref4","8354","8400","94"
"ref1","2145","2187","88"
"ref1","5876","5918","94"
"ref1","4879","5145","83"
"ref1","4550","5077","83"
"ref5","4096","4335","94"
"ref2","3088","3106","89"
"ref4","1919","1942","94"
"ref3","7970","8032","80"
"ref3","6310","6453","82"
"ref5","7639","7712","93"
"ref5","7352","7454","95"
"ref4","8272","8340","92"
"ref4","8141","8289","85"
"ref3","2537","2608","90"
"ref3","1087","1208","88"
"ref2","2988","3138","97"
"ref5","1793","2008","95"
"ref3","5430","5500","84"
"ref4","3037","3151","86"
"ref4","8679","8822","93"
"ref3","6338","6376","85"
"ref2","3001","3006","84"
"ref3","47","551","100"
"ref3","2102","2200","91"
"ref3","6851","6917","85"
"ref1","331","413","96"
"ref4","3907","3943","97"
"ref1","5955","6047","98"
"ref1","4","150","82"
"ref4","1379","1409","97"
"ref3","7917","8185","85"
"ref5","8817","9038","98"
"ref3","5822","6431","95"
"ref3","5811","6007","84"
"ref1","8261","8306","93"
"ref5","1999","2043","85"
"ref1","5124","5199","91"
"ref2","2612","2930","92"
"ref4","649","1323","93"
"ref3","188","221","92"
"ref4","9811","9953","93"
"ref3","2912","3004","87"
"ref5","5800","5901","87"
"ref1","1635","1889","99"
"ref2","6961","6995","84"
"ref5","8542","9101","91"
"ref1","768","807","86"
"ref1","2553","2648","94"
"ref3","385","474","83"
"ref2","7030","7293","84"
"ref5","5561","5668","93"
"ref4","7020","7119","100"
"ref1","9793","9832","98"
"ref3","9050","9085","86"
"ref2","6155","6186","97"
"ref2","506","904","91"
"ref1","374","461","93"
"ref5","2319","2345","82"
"ref5","1939","1988","100"
"ref1","742","857","97"
"ref4","5017","5159","90"
"ref3","8275","8286","80"
"ref2","1005","1083","90"
"ref4","3473","3484","91"
"ref1","9780","9950","80"
"ref4","5085","5154","89"
"ref2","52","123","98"
"ref3","7963","8400","84"
"ref2","4452","4824","86"
"ref4","8287","8412","93"
"ref3","8582","8620","91"
